Brocha;NBrochasHSS;NDiscos;NUsos;USDutchman;BrochaSN;OrdenFabricacion;PartNumber;NUso;NBrochaHSS;NDisco;FBrochado;DUMMY;Dutchman;Maquina;TpoIndexador; Utillaje;XC;ZC;BC;CC;XCMM;ZCMM;BCMM;CCMM
011.0070.300;2;2;11;7;E0511;DUMMY;14135691;1;1;0;2024-09-10 23:26:37.367;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.36;0.06;0.05;0.02;0.517;0.035;0.051;-0.037
011.0117.300;1;5;10;10;YE9040;222466458;14178189;9;1;5;2024-09-11 00:35:24.333;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0766;-0.3;-0.064;0;-0.02;-0.131;0.012;-0.037;-0.015
011.0082.300;2;2;11;7;E0516;222472060;14131674;3;2;2;2024-09-11 04:09:16.300;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;-0.092;-0.05;0.02;0.01;0.114;-0.023;0.012;0.026
011.0070.300;2;2;11;7;E0481;222476532;14144443;7;1;2;2024-09-11 05:19:22.833;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.02;0.224;0.02;0.085;0.01;0.235;0.027;-0.022;0.085
011.0077.300;2;2;11;7;E0512;DUMMY;14124583;6;2;0;2024-09-11 07:18:08.557;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.5;0.05;0.05;0.05;-0.258;-0.065;0.026;-0.031
011.0077.300;2;2;11;7;E0512;DUMMY;14124583;6;2;0;2024-09-11 07:45:44.187;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;-0.5;-0.05;-0.05;-0.05;0.571;0.038;0.106;0.007
011.0082.300;2;2;11;7;E0524;222469004;14131673;6;1;1;2024-09-11 10:35:05.503;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.327;-0.15;0.016;0;0.24;0.028;0.018;0.004
011.0070.300;2;2;11;7;E0509;222475871;14135692;1;1;2;2024-09-11 15:00:23.707;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;0.754;-0.12;0.084;0.03;0.188;-0.011;0.023;0.014
011.0070.300;2;2;11;7;E0511;222475427;14135691;1;1;1;2024-09-11 17:10:14.277;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.877;0.06;0.101;0;-0.042;-0.002;-0.004;0.003
011.0081.300;2;2;11;7;E0534;222475799;14131670;7;1;1;2024-09-11 19:21:28.170;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.021;-0.01;0;0.02;-0.024;-0.03;-0.007;0.008
011.0077.300;2;2;11;7;E0512;222475985;14124583;6;2;1;2024-09-11 22:20:38.643;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.15;0.04;0.06;-0.02;0.557;0.021;0.06;-0.001
011.0081.300;2;2;11;7;E0534;222475841;14131670;7;1;2;2024-09-12 00:58:36.330;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.003;-0.01;0;0.02;0.033;-0.018;-0.001;0.018
011.0070.300;2;2;11;7;E0511;222475426;14135691;1;1;2;2024-09-12 02:55:08.317;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.835;0.05;0.097;0;0.138;-0.003;0.014;-0.001
011.0082.300;2;2;11;7;E0524;222469013;14131674;6;1;2;2024-09-12 03:43:53.890;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.121;-0.05;0.023;0.01;0.227;-0.038;0.042;0.024
011.0070.300;2;2;11;7;E0481;222469068;14136124;7;2;1;2024-09-12 08:11:48.193;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.02;0.503;0.09;0.065;0.01;0.09;0.041;0.006;0.061
011.0082.300;2;2;11;7;E0524;222469005;14131673;6;2;1;2024-09-12 08:59:02.687;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.503;-0.15;0.017;0;0.166;0.026;0.029;-0.001
011.0082.300;2;2;11;7;E0524;222478445;14129565;6;2;2;2024-09-12 14:27:44.610;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.31;-0.06;0.027;0.02;0.044;0.006;0.023;-0.002
011.0077.300;2;2;11;7;E0512;222475984;14124583;6;2;2;2024-09-12 14:27:55.793;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.707;0.04;0.12;-0.02;-0.062;0.048;-0.007;-0.012
011.0117.300;1;5;10;10;YF9003;222478473;14178189;4;1;1;2024-09-12 14:58:02.017;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0766;-0.3;-0.064;0;-0.02;-0.359;0.021;-0.09;0.003
011.0070.300;2;2;11;7;E0511;DUMMY;14180880;1;2;0;2024-09-12 15:28:01.457;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.4;0.01;0.06;0.03;-0.207;0.036;-0.016;-0.024
011.0082.300;2;2;11;7;E0518;DUMMY;14131674;8;1;0;2024-09-12 16:27:01.993;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.6;-0.05;0.1;0.01;-0.455;-0.048;-0.037;0.011
011.0082.300;2;2;11;7;E0518;222472062;14131674;8;1;1;2024-09-12 18:44:23.183;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.145;-0.05;0.063;0.01;0.118;-0.014;-0.005;0.007
011.0070.300;2;2;11;7;E0511;222469047;14180880;1;2;1;2024-09-12 18:45:43.923;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.2;0.03;0.045;0.03;0.258;0.041;0.018;-0.036
011.0081.300;2;2;11;7;E0534;222475843;14131670;7;2;1;2024-09-12 19:23:07.767;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.087;-0.01;0;0.02;0.101;0.013;0.006;0.02
011.0117.300;1;5;10;10;YF9003;222478475;14178189;4;1;2;2024-09-12 20:01:08.110;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0766;-0.3;-0.043;0;-0.02;-0.382;-0.011;-0.094;-0.004
011.0070.300;2;2;11;7;E0481;222469044;14144443;7;2;2;2024-09-12 21:48:24.207;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.02;0.447;0.06;0.068;0.01;0.32;0.073;0.022;0.104
011.0117.300;1;5;10;10;YF9003;222468543;14178187;4;1;3;2024-09-13 00:14:19.057;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0764;0;-0.057;0;-0.03;0.481;-0.013;0.093;-0.016
011.0070.300;2;2;11;7;E0502;222478479;14135691;7;1;1;2024-09-13 04:52:47.153;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.16;0.05;0.027;0;-0.128;0.009;-0.007;0.046
011.0082.300;2;2;11;7;E0518;222478253;14131672;8;1;2;2024-09-13 08:02:12.150;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.031;-0.05;-0.016;0.01;0.113;0.049;0.031;0.018
011.0082.300;2;2;11;7;E0518;DUMMY;14131674;8;2;0;2024-09-13 08:50:00.450;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0;-0.05;0;0.01;-0.48;-0.037;-0.007;0.036
011.0117.300;1;5;10;10;YF9003;222478474;14178189;4;1;4;2024-09-13 09:20:49.030;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0766;-0.3;-0.054;0;-0.02;-0.432;0.028;-0.102;-0.013
011.0070.300;2;2;11;7;E0511;222478484;14180880;1;2;2;2024-09-13 11:39:38.540;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.458;0.03;0.063;0.03;0.351;0.052;0.034;-0.036
011.0077.300;2;2;11;7;E0493;DUMMY;14124583;7;1;0;2024-09-13 12:26:03.180;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.48;0.04;0.09;-0.02;-0.279;0.06;-0.016;0.028
011.0117.300;1;5;10;10;YF9003;222468544;14178187;4;1;5;2024-09-13 13:30:51.070;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0764;0;-0.074;0;-0.03;0.525;0.011;0.106;-0.026
011.0082.300;2;2;11;7;E0518;222478277;14131674;8;2;1;2024-09-13 15:32:54.850;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;-0.48;-0.05;-0.007;0.01;0.044;-0.005;-0.003;0.025
011.0082.300;2;2;11;7;E0523;DUMMY;14129565;8;1;0;2024-09-13 15:51:55.817;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.17;-0.02;0;0.02;-0.199;0.002;-0.006;-0.002
011.0117.300;1;5;10;10;YE9040;222468545;14178187;10;1;1;2024-09-13 18:58:16.817;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0764;0;-0.058;0;-0.03;0.295;-0.032;0.05;-0.027
011.0077.300;2;2;11;7;E0493;222475986;14124583;7;1;1;2024-09-13 19:37:41.130;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.2;0.04;0.075;-0.02;-0.086;0.036;-0.023;-0.008
011.0081.300;2;2;11;7;E0542;222476887;14131671;3;1;1;2024-09-13 21:02:34.587;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;-0.012;-0.08;0.035;-0.03;0.297;0.017;0.044;0.032
011.0084.300;1;6;9;7;XD9011;222459985;14157929;4;1;3;2024-09-14 00:01:06.657;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0739;0.028;0.077;0;-0.05;-0.129;0.016;-0.03;0.014
011.0070.300;2;2;11;7;E0502;222478480;14135691;7;1;2;2024-09-14 00:07:34.913;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.032;0.05;0.02;0;0.003;0.065;0.005;0.046
011.0082.300;2;2;11;7;E0523;222478446;14129565;8;1;1;2024-09-14 02:17:21.920;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.369;-0.06;-0.006;0.02;-0.027;0.011;-0.001;0.011
011.0070.300;2;2;11;7;E0503;222478483;14180880;9;1;1;2024-09-14 04:55:20.697;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.438;0.03;0.078;0.03;-0.34;0.11;-0.044;-0.022
011.0117.300;1;5;10;10;YE9040;222468546;14178187;10;1;2;2024-09-14 05:06:07.723;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0764;0;-0.09;0;-0.03;0.318;0.016;0.059;-0.059
011.0070.300;2;2;11;7;E0502;222478481;14135691;7;2;1;2024-09-16 06:18:08.463;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.112;0.05;0.049;0;-0.216;0.101;-0.041;0.038
011.0082.300;2;2;11;7;E0518;222478252;14131672;8;2;2;2024-09-16 10:51:22.887;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.623;-0.05;-0.045;0.01;-0.076;0.023;-0.021;0.009
011.0081.300;2;2;11;7;E0534;222475840;14131670;7;2;2;2024-09-16 11:42:25.417;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.014;-0.01;0;0.02;0.066;-0.031;0.004;0.029
011.0084.300;1;6;9;7;XD9011;222469087;14157929;4;1;4;2024-09-16 11:51:00.837;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0739;-0.101;0.093;0;-0.05;0.033;0.015;0.008;0.002
011.0070.300;2;2;11;7;E0503;222467593;14135690;9;1;2;2024-09-16 15:38:22.607;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.276;0.07;0.059;0.03;-0.098;-0.032;-0.016;-0.028
011.0081.300;2;2;11;7;E0513;222479059;14131670;4;1;1;2024-09-16 19:36:25.023;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.578;-0.01;0;0.02;0.038;-0.024;0;0.013
011.0070.300;2;2;11;7;E0502;222478478;14135691;7;2;2;2024-09-16 20:03:16.327;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;-0.104;0.09;0.008;0;0.09;-0.058;0.005;0.057
011.0081.300;2;2;11;7;E0542;222476888;14131671;3;1;2;2024-09-16 21:23:49.873;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;0.285;-0.08;0.079;-0.03;0.024;0.013;0.013;0.021
011.0070.300;2;2;11;7;E0503;222467595;14135690;9;2;1;2024-09-17 00:26:15.283;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.123;0.07;0.024;0.03;-0.094;0.01;-0.002;0
011.0077.300;2;2;11;7;E0493;222469031;14144442;7;1;2;2024-09-17 06:14:36.080;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.424;0.06;0.089;-0.02;-0.23;0.022;-0.018;-0.029
011.0082.300;2;2;11;7;E0523;222469007;14131673;8;1;2;2024-09-17 06:22:56.150;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;-0.244;-0.15;-0.025;0;0.197;-0.042;0.001;0.017
011.0081.300;2;2;11;7;E0513;222479481;14131670;4;1;2;2024-09-17 09:10:55.580;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.616;-0.01;0;0.02;-0.117;-0.004;-0.017;0.02
011.0070.300;2;2;11;7;E0510;222469069;14136124;3;1;1;2024-09-17 10:49:21.677;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.02;0.361;0.13;0.081;0.04;0.064;-0.036;-0.02;-0.027
011.0081.300;2;2;11;7;E0542;222478441;14131671;3;2;1;2024-09-17 14:19:51.583;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;0.34;-0.08;0.036;-0.03;0.187;0.034;0.073;0.032
011.0070.300;2;2;11;7;E0503;222477189;14135690;9;2;2;2024-09-17 15:33:07.257;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.029;0.07;0.022;0.03;0.058;-0.01;0.009;-0.005
011.0070.300;2;2;11;7;E0520;DUMMY;14135692;1;1;0;2024-09-17 16:39:06.293;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.3;0.03;0.03;0.03;0.38;0.078;0.061;-0.023
011.0070.300;2;2;11;7;E0520;DUMMY;14135692;1;1;0;2024-09-17 17:10:59.473;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;-0.3;-0.03;-0.03;-0.03;0.826;0.139;0.107;0.022
011.0082.300;2;2;11;7;E0523;DUMMY;14131673;8;2;0;2024-09-17 18:49:51.867;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.1;0.011;0;0;-0.262;-0.14;-0.034;0.018
011.0070.300;2;2;11;7;E0510;222478477;14135691;3;1;2;2024-09-17 20:36:47.993;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.188;0.09;0.074;0.03;0.194;0.004;-0.022;-0.016
011.0084.300;1;6;9;7;XD9011;222477309;14157930;4;1;5;2024-09-17 21:42:14.713;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;0.045;0.051;0;-0.01;-0.01;0.041;-0.002;-0.012
011.0082.300;2;2;11;7;E0523;222469006;14131673;8;2;1;2024-09-18 00:42:53.820;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;-0.162;-0.15;-0.034;0;0.336;-0.032;0.03;0.013
011.0070.300;2;2;11;7;E0520;222478306;14135692;1;1;1;2024-09-18 02:47:36.393;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.526;0.06;0.077;0.03;0.643;-0.004;0.066;-0.021
011.0102.300;1;4;6;6;XA9019;222466480;14125166;5;1;1;2024-09-18 03:21:30.307;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0012;0.145;-0.054;-0.024;0.06;0.02;-0.016;0.059;-0.01
011.0070.300;2;2;11;7;E0510;222467594;14135690;3;2;1;2024-09-18 07:53:00.750;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.271;0.07;0.062;0.03;-0.013;-0.02;-0.003;-0.025
011.0084.300;1;6;9;7;XD9011;222477308;14157930;4;1;6;2024-09-18 10:21:01.680;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;0.035;0.092;0;-0.01;-0.032;0.007;-0.008;-0.005
011.0084.300;1;6;9;7;XI9033;222469565;14157929;6;1;6;2024-09-18 11:48:44.263;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.27;0.07;0;-0.05;-0.04;0.027;-0.009;-0.044
011.0070.300;2;2;11;7;E0520;222478482;14135691;1;1;2;2024-09-18 14:18:24.813;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.8;0.09;0.08;0.03;0.303;0.043;0.055;-0.03
011.0081.300;2;2;11;7;E0513;222479480;14131670;4;2;1;2024-09-18 15:27:17.433;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.655;-0.01;0;0.02;0.071;-0.01;0.004;0.007
011.0070.300;2;2;11;7;E0520;DUMMY;14135692;1;2;0;2024-09-18 17:17:30.000;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.5;0.05;0.05;0.05;-0.29;0.068;-0.009;-0.045
011.0102.300;1;4;6;6;XA9019;222466481;14125166;5;1;2;2024-09-18 19:01:21.010;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0012;0.165;-0.07;0.035;0.06;0.054;0.019;0.007;-0.002
011.0081.300;2;2;11;7;E0513;222479482;14131670;4;2;2;2024-09-18 20:33:33.140;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.726;-0.01;0;0.02;-0.096;-0.018;-0.015;0.019
011.0081.300;2;2;11;7;E0542;222476886;14131671;3;2;2;2024-09-18 22:16:41.590;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;0.527;-0.08;0.109;-0.03;0.197;-0.021;0.027;0.012
011.0096.300;2;2;10;7;E0414;DUMMY;14173284;9;2;0;2024-09-18 22:40:08.383;VERDADERO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0746;0.5;0.05;0.05;0.05;0.604;0.028;-0.006;0.071
011.0084.300;1;6;9;7;XI9033;222469088;14157929;6;1;1;2024-09-18 23:03:42.730;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0739;-0.255;0.071;0;-0.05;-0.041;-0.012;-0.01;0.046
011.0070.300;2;2;11;7;E0520;222478307;14135692;1;2;1;2024-09-19 01:55:25.497;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.21;0.06;0.041;0.03;0.2;0.006;0.012;-0.015
011.0102.300;1;4;6;6;XA9019;222466482;14125166;5;1;3;2024-09-19 04:11:39.067;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0012;0.143;-0.073;-0.021;0.06;0.003;0.02;0.071;0.012
011.0096.300;2;2;10;7;E0414;222464110;14173284;9;2;1;2024-09-19 05:07:35.510;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0746;0.3;-0.01;0;0;0.207;-0.008;-0.047;0.028
011.0070.300;2;2;11;7;E0510;222477188;14135690;3;2;2;2024-09-19 07:15:56.400;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.258;0.07;0.059;0.03;0.127;0.04;0.008;-0.02
011.0084.300;1;6;9;7;XI9033;222469086;14157929;6;1;2;2024-09-19 07:43:44.833;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0739;-0.296;0.059;0;-0.05;0.027;0.003;0.006;0.018
011.0096.300;2;2;10;7;E0414;222464111;14173284;9;2;2;2024-09-19 09:11:16.610;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0746;0.507;-0.01;0;0;0.032;0.055;-0.059;0.031
011.0082.300;2;2;11;7;E0516;222479646;14131673;4;1;1;2024-09-19 14:43:07.023;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.989;-0.077;0.052;-0.02;-0.33;-0.022;0.001;-0.012
011.0117.300;1;5;10;10;YE9040;222478584;14178188;10;1;3;2024-09-19 16:03:41.503;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0765;-0.1;-0.04;0;-0.03;0.311;-0.052;0.062;-0.047
011.0081.300;2;2;11;7;E0507;222456831;14131670;10;1;1;2024-09-19 16:45:31.413;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;0.511;-0.01;0;0.02;-0.161;0.064;-0.032;0.014
011.0070.300;2;2;11;7;E0520;222478308;14135692;1;2;2;2024-09-19 18:34:44.130;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.41;0.06;0.053;0.03;-0.027;-0.03;0.002;-0.017
011.0104.300;1;8;7;7;VD9002;222466154;14125164;6;1;1;2024-09-19 19:26:50.247;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0010;0.154;-0.06;-0.037;0.07;-0.012;-0.008;0.026;-0.042
011.0082.300;2;2;11;7;E0516;222478279;14131674;4;1;2;2024-09-19 23:07:06.247;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.305;0.03;0.041;-0.01;-0.052;-0.043;0.029;0.004
011.0117.300;1;5;10;10;YE9040;222478583;14178188;10;1;4;2024-09-20 00:17:11.467;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0765;-0.1;-0.04;0;-0.03;0.241;-0.045;0.054;-0.048
011.0081.300;2;2;11;7;E0517;222476889;14131671;10;1;1;2024-09-20 04:03:28.653;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0028;0.229;0.02;0.064;-0.03;0.41;0.001;0.049;-0.023
011.0104.300;1;8;7;7;VD9002;222466155;14125164;6;1;2;2024-09-20 05:37:35.297;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0010;0.142;-0.068;-0.011;0.07;0.006;0.009;0.005;-0.006
011.0081.300;2;2;11;7;E0507;222479727;14131670;10;1;2;2024-09-20 07:14:24.350;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;0.35;-0.01;0;0.02;0.471;-0.003;0.049;-0.009
011.0082.300;2;2;11;7;E0543;222479720;14131674;2;1;1;2024-09-20 08:12:20.683;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.181;0.03;0.069;-0.01;0.011;0.05;-0.008;-0.005
011.0081.300;2;2;11;7;E0507;222479728;14131670;10;2;1;2024-09-20 11:43:11.863;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.244;-0.01;0;0.02;0.138;-0.005;0.01;-0.021
011.0081.300;2;2;11;7;E0517;222476890;14131671;10;1;2;2024-09-20 13:22:16.320;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0028;0.639;0.02;0.113;-0.03;-0.066;-0.037;-0.005;-0.024
011.0097.300;2;2;9;7;E0409;222460114;14173287;7;1;1;2024-09-20 15:43:34.440;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0749;0.671;0.1;0;0.02;-0.461;0.036;-0.077;0.009
011.0082.300;2;2;11;7;E0524;222478440;14131674;7;1;1;2024-09-20 17:44:09.123;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.138;-0.05;0.021;0.01;0.141;-0.034;0.039;0.019
011.0082.300;2;2;11;7;E0516;222479644;14131673;4;2;1;2024-09-20 18:26:44.637;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.966;-0.094;0.06;-0.02;-0.046;-0.023;0.017;-0.014
011.0082.300;2;2;11;7;E0523;222478448;14129565;8;2;2;2024-09-20 22:14:28.437;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.103;-0.06;-0.015;0.02;-0.415;-0.013;0.008;0.009
011.0070.300;2;2;11;7;E0481;DUMMY;14135692;8;1;0;2024-09-20 23:00:54.960;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;0.32;-0.04;0.03;0.03;-0.628;-0.074;-0.054;0.001
011.0082.300;2;2;11;7;E0543;222478256;14131672;2;1;2;2024-09-20 23:31:02.933;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;0.196;0.05;0.072;-0.01;0.443;-0.032;0.002;-0.024
011.0082.300;2;2;11;7;E0524;222479717;14131674;7;1;2;2024-09-21 03:25:48.470;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.279;-0.05;0.06;0.01;-0.148;-0.021;-0.008;0.03
011.0081.300;2;2;11;7;E0517;222478444;14131671;10;2;1;2024-09-21 06:09:08.207;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0028;0.319;0.02;0.068;-0.03;0.717;-0.024;0.091;-0.022
011.0070.300;2;2;11;7;E0481;222478302;14135692;8;1;1;2024-09-21 07:54:03.193;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;-0.308;-0.12;-0.024;0.03;0.402;-0.018;0.054;0.029
011.0082.300;2;2;11;7;E0516;222479647;14131673;4;2;2;2024-09-21 10:23:12.893;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.92;-0.117;0.077;-0.02;0.123;0.072;0.007;-0.018
011.0082.300;2;2;11;7;E0524;222479718;14131674;7;2;1;2024-09-21 12:11:33.373;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.083;-0.05;0.026;0.01;0.122;-0.03;0.035;0.021
011.0082.300;2;2;11;7;E0543;222478255;14131672;2;2;1;2024-09-22 22:08:45.190;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;0.428;0.05;0.073;-0.01;0.269;0.01;0.005;-0.017
011.0084.300;1;6;9;7;XI9033;222477311;14157930;6;1;3;2024-09-22 23:08:51.347;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.289;0.052;0;-0.01;-0.021;0.025;-0.005;-0.018
011.0082.300;2;2;11;7;E0524;222478278;14131674;7;2;2;2024-09-23 02:16:43.203;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;0.205;-0.05;0.061;0.01;-0.032;-0.03;-0.011;0.03
011.0081.300;2;2;11;7;E0517;222479726;14131671;10;2;2;2024-09-23 03:29:42.400;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0028;1.036;0.02;0.159;-0.03;-0.044;0.009;-0.002;-0.026
011.0084.300;1;6;9;7;XI9033;222477310;14157930;6;1;4;2024-09-23 05:17:16.527;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.31;0.077;0;-0.01;-0.065;0.014;-0.015;-0.017
011.0070.300;2;2;11;7;E0481;222479733;14135691;8;1;2;2024-09-23 07:21:07.270;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0017;0.049;-0.09;0.032;0.076;-0.074;0.004;-0.047;0.031
